name,link,price,mileage,BHP,transmission,fuel,owners,body,ULEZ,engine,year
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202202072250069,"£14,490",32091,,Manual,Petrol,,SUV,ULEZ,1.0L,
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206106670857,"£19,639",16214,94,Manual,Diesel,,SUV,ULEZ,1.6L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205165756655,"£18,999",12570,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205065418313,"£19,799",11300,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206216988693,"£20,491",13167,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205215940553,"£16,850",27264,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202204014211591,"£20,999",12172,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202204265030383,"£17,000",11793,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202203304122049,"£19,990",12114,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205316343187,"£21,160",12566,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202203243909094,"£18,500",13469,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206016373485,"£18,684",13266,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross Estate,https://www.autotrader.co.uk/car-details/202204044283754,"£17,087",20180,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206096619472,"£20,500",13072,,Automatic,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205286252740,"£20,890",9777,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202204154687356,"£19,999",20894,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202203073294510,"£16,800",21237,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205215961477,"£17,000",23389,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205195879142,"£16,999",23315,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross Estate,https://www.autotrader.co.uk/car-details/202205175781693,"£18,042",17798,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206036449391,"£18,500",17732,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202204144662163,"£20,599",15082,,Manual,Petrol,2,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205025266324,"£19,599",26093,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T Cross,https://www.autotrader.co.uk/car-details/202202032089373,"£17,879",6265,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202204124598599,"£21,995",23360,,Automatic,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206217006455,"£19,750",20181,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
