name,link,price,mileage,BHP,transmission,fuel,owners,body,ULEZ,engine,year
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202206106645388,"£18,990",91315,,Automatic,Diesel,2,,,2.0L,2015 (15 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202206106648031,"£17,400",96663,178,Automatic,Diesel,5,Pickup,,2.0L,2015 (15 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202205316348229,"£22,980",55960,178,Automatic,Diesel,,,,2.0L,2015 (65 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202108266668332,"£17,958",53000,138,Manual,Diesel,,Pickup,,2.0L,2015 (15 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202107134969163,"£16,740",78962,178,Manual,Diesel,2,Pickup,,2.0L,2015 (15 reg)
Volkswagen Amarok A32 Diesel,https://www.autotrader.co.uk/car-details/202110158510160,"£17,340",52818,138,Manual,Diesel,,Pickup,,2.0L,2015 (15 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202205195887679,"£24,000",51000,178,Automatic,Diesel,2,Pickup,,2.0L,2015 (15 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202202052176100,"£22,794",76000,178,Automatic,Diesel,,Pickup,,2.0L,2015 (65 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202206136738280,"£18,000",95000,178,Automatic,Diesel,5,Pickup,,2.0L,2015 (64 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202206146775152,"£17,490",107946,178,Automatic,Diesel,2,Pickup,,2.0L,2015 (65 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202206237097198,"£20,999",75200,178,Automatic,Diesel,3,Pickup,,2.0L,2015 (15 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202202172656180,"£17,950",59000,138,Manual,Diesel,2,Pickup,,2.0L,2015 (15 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202204044298070,"£19,475",65000,178,Automatic,Diesel,2,Pickup,,2.0L,2015 (15 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202203023114493,"£26,376",41827,,Automatic,Diesel,,Pickup,,2.0L,2015 (15 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202206237072120,"£16,995",109500,178,Automatic,Diesel,2,Pickup,,2.0L,2015 (15 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202206277210640,"£19,950",82400,178,Automatic,Diesel,,Pickup,,2.0L,2015 (15 reg)
